flight_id,airline,source,destination,travel_month,days_before_booking,stops,duration_hours,ticket_price
FLT0638,SpiceJet,Mumbai,Chennai,6,104.0,Non-stop,3.8,8759.0
FLT0639,GoAir,Bangalore,Goa,8,2.0,1 Stop,2.8,4923.0
FLT0640,GoAir,Hyderabad,Mumbai,2,58.0,1 Stop,5.1,6401.0
FLT0641,SpiceJet,Mumbai,Chennai,3,68.0,Non-stop,5.9,9874.0
FLT0642,GoAir,Chennai,Bangalore,6,101.0,Non-stop,9.3,13560.0
FLT0643,IndiGo,Bangalore,Mumbai,1,27.0,2 Stops,8.9,10741.0
FLT0644,IndiGo,Delhi,Kolkata,2,37.0,1 Stop,9.2,11631.0
FLT0645,Vistara,Kolkata,Mumbai,8,22.0,1 Stop,8.7,15218.0
FLT0646,GoAir,Kolkata,Goa,12,92.0,Non-stop,9.7,15328.0
FLT0647,IndiGo,Chennai,Hyderabad,7,120.0,Non-stop,5.2,9074.0
FLT0648,Vistara,Mumbai,Pune,2,17.0,Non-stop,1.4,5047.0
FLT0649,SpiceJet,Delhi,Mumbai,12,28.0,1 Stop,1.8,4260.0
FLT0650,IndiGo,Bangalore,Hyderabad,7,37.0,Non-stop,4.5,8120.0
FLT0651,Air India,Chennai,Pune,9,107.0,Non-stop,3.3,6953.0
FLT0652,Akasa Air,Chennai,Mumbai,3,54.0,1 Stop,2.5,4897.0
FLT0653,SpiceJet,Mumbai,Pune,7,34.0,2 Stops,9.6,8510.0
FLT0654,IndiGo,Chennai,Bangalore,1,39.0,1 Stop,2.8,5935.0
FLT0655,GoAir,Mumbai,Pune,8,72.0,1 Stop,9.6,9561.0
FLT0656,Air India,Kolkata,Chennai,3,47.0,1 Stop,7.8,10292.0
FLT0657,GoAir,Kolkata,Pune,11,17.0,1 Stop,6.8,7101.0
FLT0658,Air India,Chennai,Mumbai,1,99.0,Non-stop,7.1,14737.0
FLT0659,Vistara,Delhi,Chennai,8,51.0,1 Stop,4.0,7706.0
FLT0660,Air India,Hyderabad,Bangalore,2,31.0,1 Stop,6.8,9379.0
FLT0661,IndiGo,Delhi,Mumbai,9,88.0,1 Stop,2.7,5598.0
FLT0662,GoAir,Hyderabad,Bangalore,6,90.0,2 Stops,9.4,10470.0
FLT0663,IndiGo,Delhi,Chennai,12,19.0,2 Stops,3.7,3393.0
FLT0664,IndiGo,Chennai,Mumbai,8,9.0,Non-stop,3.3,5729.0
FLT0665,Air India,Delhi,Hyderabad,5,6.0,Non-stop,7.4,13856.0
FLT0666,SpiceJet,Delhi,Kolkata,2,92.0,Non-stop,6.9,10852.0
FLT0667,GoAir,Kolkata,Pune,8,76.0,Non-stop,5.1,6283.0
FLT0668,Akasa Air,Kolkata,Hyderabad,6,96.0,Non-stop,6.7,9886.0
FLT0669,Air India,Delhi,Mumbai,1,76.0,Non-stop,2.4,7316.0
FLT0670,Air India,Hyderabad,Delhi,7,49.0,1 Stop,7.1,10589.0
FLT0671,IndiGo,Mumbai,Chennai,3,71.0,1 Stop,3.4,7307.0
FLT0672,Vistara,Mumbai,Chennai,3,87.0,2 Stops,3.5,7426.0
FLT0673,Akasa Air,Mumbai,Chennai,1,48.0,Non-stop,2.5,5216.0
FLT0674,SpiceJet,Bangalore,Pune,5,110.0,Non-stop,4.0,7922.0
FLT0675,Vistara,Mumbai,Kolkata,3,108.0,Non-stop,4.0,10465.0
FLT0676,Air India,Bangalore,Hyderabad,1,97.0,Non-stop,5.1,9522.0
FLT0677,Akasa Air,Mumbai,Delhi,6,120.0,Non-stop,2.7,6269.0
FLT0678,Vistara,Delhi,Pune,3,47.0,2 Stops,2.7,4193.0
FLT0679,IndiGo,Bangalore,Mumbai,2,14.0,Non-stop,5.9,9975.0
FLT0680,Air India,Kolkata,Chennai,6,59.0,Non-stop,2.2,5323.0
FLT0681,IndiGo,Kolkata,Chennai,1,90.0,1 Stop,7.2,9465.0
FLT0682,IndiGo,Bangalore,Pune,12,94.0,1 Stop,9.5,11095.0
FLT0683,IndiGo,Mumbai,Bangalore,6,47.0,1 Stop,4.8,6347.0
FLT0684,Air India,Kolkata,Mumbai,12,36.0,Non-stop,9.1,15384.0
FLT0685,SpiceJet,Kolkata,Bangalore,11,54.0,1 Stop,1.9,4036.0
FLT0686,Air India,Kolkata,Bangalore,12,97.0,Non-stop,1.4,5720.0
FLT0687,Air India,Hyderabad,Mumbai,7,8.0,1 Stop,7.5,11518.0
FLT0688,Akasa Air,Kolkata,Mumbai,6,40.0,1 Stop,7.8,9894.0
FLT0689,SpiceJet,Hyderabad,Mumbai,9,28.0,1 Stop,8.6,10400.0
FLT0690,Vistara,Bangalore,Chennai,1,97.0,Non-stop,1.5,6539.0
FLT0691,Air India,Bangalore,Hyderabad,11,57.0,1 Stop,8.0,11685.0
FLT0692,Akasa Air,Mumbai,Chennai,4,11.0,Non-stop,4.4,6803.0
FLT0693,IndiGo,Mumbai,Hyderabad,1,32.0,Non-stop,3.7,6871.0
FLT0694,Air India,Kolkata,Mumbai,3,6.0,Non-stop,2.6,5789.0
FLT0695,Akasa Air,Kolkata,Goa,3,58.0,1 Stop,10.0,12689.0
FLT0696,Vistara,Kolkata,Pune,1,120.0,Non-stop,1.6,5961.0
FLT0697,SpiceJet,Mumbai,Chennai,9,69.0,1 Stop,8.4,9701.0
FLT0698,Vistara,Bangalore,Mumbai,2,105.0,Non-stop,6.8,17162.0
FLT0699,SpiceJet,Mumbai,Goa,11,90.0,1 Stop,7.6,11737.0
FLT0700,Air India,Hyderabad,Bangalore,6,106.0,1 Stop,7.4,11274.0
FLT0701,IndiGo,Mumbai,Bangalore,9,38.0,Non-stop,8.7,14684.0
FLT0702,Air India,Delhi,Mumbai,5,115.0,Non-stop,2.7,8616.0
FLT0703,IndiGo,Chennai,Delhi,2,29.0,Non-stop,1.0,3092.0
FLT0704,GoAir,Hyderabad,Chennai,3,53.0,1 Stop,6.4,6893.0
FLT0705,Air India,Hyderabad,Delhi,8,82.0,Non-stop,4.2,8202.0
FLT0706,Vistara,Delhi,Bangalore,9,35.0,1 Stop,2.1,5352.0
FLT0707,GoAir,Mumbai,Pune,4,32.0,1 Stop,2.7,3089.0
FLT0708,GoAir,Delhi,Bangalore,5,16.0,1 Stop,4.0,5778.0
FLT0709,Air India,Mumbai,Goa,12,1.0,1 Stop,1.6,5348.0
FLT0710,Vistara,Chennai,Mumbai,11,61.0,1 Stop,1.5,5142.0
FLT0711,Akasa Air,Mumbai,Kolkata,5,119.0,2 Stops,9.2,12573.0
FLT0712,SpiceJet,Delhi,Pune,3,27.0,Non-stop,3.8,6504.0
FLT0713,GoAir,Chennai,Delhi,4,53.0,1 Stop,9.8,11340.0
FLT0714,Akasa Air,Delhi,Goa,7,113.0,Non-stop,9.7,16379.0
FLT0715,GoAir,Mumbai,Bangalore,7,93.0,1 Stop,2.3,6245.0
FLT0716,IndiGo,Delhi,Chennai,3,1.0,1 Stop,7.4,8584.0
FLT0717,Vistara,Delhi,Hyderabad,1,61.0,1 Stop,6.4,9098.0
FLT0718,IndiGo,Bangalore,Hyderabad,6,18.0,1 Stop,7.2,9028.0
FLT0719,SpiceJet,Hyderabad,Delhi,10,30.0,Non-stop,1.9,4559.0
FLT0720,Akasa Air,Kolkata,Pune,2,30.0,Non-stop,2.7,4879.0
FLT0721,Vistara,Delhi,Kolkata,5,74.0,Non-stop,1.7,7095.0
FLT0722,Air India,Delhi,Goa,2,24.0,1 Stop,6.4,11522.0
FLT0723,IndiGo,Bangalore,Chennai,3,31.0,1 Stop,9.9,12403.0
FLT0724,Akasa Air,Chennai,Kolkata,8,28.0,Non-stop,7.0,10079.0
FLT0725,IndiGo,Kolkata,Chennai,4,43.0,Non-stop,7.4,10048.0
FLT0726,IndiGo,Kolkata,Goa,4,79.0,Non-stop,9.9,15036.0
FLT0727,IndiGo,Bangalore,Pune,12,48.0,Non-stop,7.1,11903.0
FLT0728,IndiGo,Mumbai,Goa,3,40.0,Non-stop,1.4,5139.0
FLT0729,Air India,Delhi,Kolkata,3,63.0,1 Stop,8.8,12210.0
FLT0730,Vistara,Delhi,Pune,12,74.0,1 Stop,4.3,8042.0
FLT0731,Air India,Delhi,Bangalore,7,2.0,Non-stop,1.0,3726.0
FLT0732,IndiGo,Hyderabad,Chennai,1,107.0,1 Stop,5.6,7064.0
FLT0733,IndiGo,Mumbai,Pune,6,110.0,1 Stop,9.4,11310.0
FLT0734,Air India,Kolkata,Delhi,7,73.0,Non-stop,3.3,6785.0
FLT0735,IndiGo,Chennai,Hyderabad,4,69.0,Non-stop,5.4,8169.0
FLT0736,SpiceJet,Chennai,Delhi,7,84.0,Non-stop,2.6,5229.0
FLT0737,IndiGo,Bangalore,Kolkata,8,53.0,Non-stop,1.5,5437.0
FLT0738,Air India,Kolkata,Chennai,4,44.0,1 Stop,1.7,4373.0
FLT0739,Air India,Delhi,Chennai,10,43.0,2 Stops,7.5,9617.0
FLT0740,Air India,Delhi,Chennai,6,20.0,Non-stop,8.8,13959.0
FLT0741,IndiGo,Bangalore,Chennai,12,101.0,1 Stop,2.3,5397.0
FLT0742,IndiGo,Bangalore,Chennai,2,39.0,Non-stop,3.6,7192.0
FLT0743,GoAir,Chennai,Mumbai,4,35.0,1 Stop,2.8,4995.0
FLT0744,IndiGo,Kolkata,Goa,9,116.0,1 Stop,1.2,4401.0
FLT0745,Vistara,Chennai,Pune,11,61.0,Non-stop,6.0,12044.0
FLT0746,Vistara,Mumbai,Kolkata,3,75.0,Non-stop,7.3,15639.0
FLT0747,Air India,Mumbai,Hyderabad,12,30.0,1 Stop,6.8,10827.0
FLT0748,Air India,Kolkata,Pune,3,34.0,2 Stops,4.5,5468.0
FLT0749,GoAir,Mumbai,Goa,5,88.0,Non-stop,6.0,9788.0
FLT0750,GoAir,Chennai,Delhi,4,55.0,Non-stop,1.8,4454.0
FLT0751,IndiGo,Chennai,Hyderabad,6,18.0,Non-stop,2.4,5439.0
FLT0752,Air India,Kolkata,Mumbai,11,101.0,1 Stop,9.4,15058.0
FLT0753,IndiGo,Kolkata,Mumbai,9,49.0,1 Stop,7.9,10995.0
FLT0754,Vistara,Bangalore,Pune,10,81.0,1 Stop,9.3,14226.0
FLT0755,SpiceJet,Mumbai,Delhi,4,41.0,1 Stop,9.3,11168.0
FLT0756,IndiGo,Bangalore,Pune,12,68.0,2 Stops,6.8,8361.0
FLT0757,Air India,Bangalore,Pune,6,94.0,1 Stop,9.4,13471.0
FLT0758,Akasa Air,Mumbai,Goa,8,107.0,Non-stop,4.8,9749.0
FLT0759,IndiGo,Chennai,Hyderabad,9,25.0,1 Stop,1.0,3491.0
FLT0760,Vistara,Mumbai,Pune,8,81.0,Non-stop,1.6,5615.0
FLT0761,SpiceJet,Chennai,Delhi,8,110.0,Non-stop,2.0,4860.0
FLT0762,IndiGo,Kolkata,Goa,6,78.0,2 Stops,1.9,5585.0
FLT0763,IndiGo,Hyderabad,Mumbai,8,18.0,1 Stop,4.2,6784.0
FLT0764,IndiGo,Delhi,Bangalore,11,23.0,2 Stops,7.3,8970.0
FLT0765,Akasa Air,Kolkata,Mumbai,5,25.0,Non-stop,8.1,12518.0
FLT0766,IndiGo,Delhi,Chennai,7,13.0,1 Stop,6.3,8232.0
FLT0767,IndiGo,Bangalore,Hyderabad,3,91.0,1 Stop,2.3,3144.0
FLT0768,IndiGo,Mumbai,Bangalore,5,116.0,Non-stop,7.7,14045.0
FLT0769,IndiGo,Delhi,Pune,10,63.0,Non-stop,4.2,7213.0
FLT0770,Vistara,Mumbai,Kolkata,8,72.0,1 Stop,1.1,4686.0
FLT0771,IndiGo,Delhi,Hyderabad,3,93.0,Non-stop,3.5,7178.0
FLT0772,Vistara,Kolkata,Goa,7,50.0,2 Stops,4.0,8367.0
FLT0773,Vistara,Delhi,Chennai,10,57.0,Non-stop,3.5,8554.0
FLT0774,GoAir,Bangalore,Hyderabad,2,71.0,Non-stop,8.3,10312.0
FLT0775,IndiGo,Kolkata,Goa,1,37.0,1 Stop,7.8,10899.0
FLT0776,GoAir,Hyderabad,Kolkata,5,8.0,Non-stop,7.3,8752.0
FLT0777,Vistara,Hyderabad,Kolkata,8,69.0,2 Stops,2.3,4827.0
FLT0778,IndiGo,Delhi,Bangalore,4,99.0,1 Stop,8.3,11804.0
FLT0779,GoAir,Hyderabad,Mumbai,10,9.0,Non-stop,7.1,10818.0
FLT0780,GoAir,Chennai,Mumbai,11,26.0,1 Stop,2.8,3262.0
FLT0781,IndiGo,Mumbai,Delhi,7,32.0,1 Stop,6.8,9621.0
FLT0782,Akasa Air,Bangalore,Mumbai,5,97.0,1 Stop,5.4,9120.0
FLT0783,Air India,Hyderabad,Pune,1,61.0,1 Stop,5.0,6441.0
FLT0784,Vistara,Bangalore,Delhi,10,65.0,1 Stop,2.0,6805.0
FLT0785,Akasa Air,Mumbai,Hyderabad,11,78.0,1 Stop,5.7,8666.0
FLT0786,Air India,Hyderabad,Goa,6,34.0,Non-stop,1.9,5862.0
FLT0787,GoAir,Hyderabad,Pune,7,86.0,1 Stop,2.5,3630.0
FLT0788,Air India,Hyderabad,Chennai,10,4.0,2 Stops,2.2,3530.0
FLT0789,GoAir,Hyderabad,Delhi,9,14.0,1 Stop,9.6,9628.0
FLT0790,Vistara,Hyderabad,Pune,2,98.0,1 Stop,3.6,6775.0
FLT0791,IndiGo,Bangalore,Delhi,9,79.0,1 Stop,4.2,7250.0
FLT0792,Air India,Mumbai,Hyderabad,12,22.0,1 Stop,3.9,7167.0
FLT0793,Air India,Chennai,Hyderabad,10,53.0,2 Stops,9.1,10512.0
FLT0794,IndiGo,Mumbai,Goa,6,7.0,Non-stop,6.1,10740.0
FLT0795,IndiGo,Bangalore,Hyderabad,7,81.0,Non-stop,9.3,13075.0
FLT0796,Air India,Chennai,Mumbai,4,91.0,1 Stop,3.7,6269.0
FLT0797,IndiGo,Hyderabad,Mumbai,8,34.0,1 Stop,2.0,4749.0
FLT0798,IndiGo,Mumbai,Pune,3,43.0,1 Stop,6.0,8144.0
FLT0799,SpiceJet,Mumbai,Goa,5,29.0,Non-stop,4.1,8669.0
FLT0800,SpiceJet,Kolkata,Bangalore,4,47.0,Non-stop,8.2,10811.0
